subject,roi,k,edges,density,avg_degree,n_components,largest_component
2,PH,5,2997,0.016188099559242934,9.842364532019705,1,609
2,PH,10,5936,0.03206291591046582,19.49425287356322,1,609
2,PH,20,11577,0.06253240860772621,38.01970443349754,1,609
2,PH,40,21897,0.11827521389681099,71.91133004926108,1,609
2,PIT,2,1197,0.00646551724137931,3.9310344827586206,1,609
2,PIT,5,2916,0.015750583354939073,9.576354679802956,1,609
2,PIT,10,5722,0.030907008901564257,18.79146141215107,1,609
2,PIT,20,11093,0.059918114251145106,36.43021346469622,1,609
2,PIT,40,21017,0.11352195143029989,69.02134646962233,1,609
2,STSva,2,1172,0.006330481375853426,3.8489326765188836,1,609
2,STSva,5,2906,0.01569656900872872,9.543513957307061,1,609
2,STSva,10,5759,0.031106861982542564,18.912972085385878,1,609
2,STSva,20,11160,0.06028001037075447,36.65024630541872,1,609
2,STSva,40,20946,0.11313844957220638,68.78817733990148,1,609
2,V1,2,1173,0.006335882810474462,3.852216748768473,1,609
2,V1,5,2854,0.01541569440843488,9.372742200328407,1,609
2,V1,10,5620,0.03035606257021865,18.45648604269294,1,609
2,V1,20,10900,0.058875637369285284,35.79638752052545,1,609
2,V1,40,20639,0.11148020914354853,67.7799671592775,1,609
2,V2,2,1166,0.006298072768127215,3.8292282430213467,1,609
2,V2,5,2816,0.015210439892835537,9.247947454844006,1,609
2,V2,10,5483,0.029616066027136807,18.00656814449918,1,609
2,V2,20,10672,0.05764411027568922,35.04761904761905,1,609
2,V2,40,20334,0.10983277158413275,66.77832512315271,1,609
2,V3,2,1128,0.006092818252527872,3.7044334975369457,1,609
2,V3,5,2802,0.015134819808141043,9.201970443349754,1,609
2,V3,10,5520,0.029815919108115114,18.12807881773399,1,609
2,V3,20,10714,0.057870970529772706,35.185550082101805,1,609
2,V3,40,20219,0.10921160660271369,66.40065681444992,1,609
2,V4,2,1159,0.006260262725779967,3.80623973727422,1,609
2,V4,5,2880,0.0155561317085818,9.458128078817735,1,609
2,V4,10,5673,0.030642338605133525,18.63054187192118,1,609
2,V4,20,10992,0.059372569354420535,36.09852216748769,1,609
2,V4,40,20718,0.11190692247861032,68.03940886699507,1,609
3,LO2,2,1214,0.006557341629936911,3.986863711001642,1,609
3,LO2,5,3008,0.016247515340074323,9.87848932676519,1,609
3,LO2,10,5935,0.03205751447584478,19.490968801313628,1,609
3,LO2,20,11585,0.0625756200846945,38.04597701149425,1,609
3,LO2,40,21903,0.1183076225045372,71.93103448275862,1,609
3,MT,2,1209,0.006530334456831734,3.9704433497536944,1,609
3,MT,5,2988,0.016139486647653616,9.812807881773399,1,609
3,MT,10,5897,0.03185225996024544,19.366174055829227,1,609
3,MT,20,11474,0.06197606084175957,37.68144499178982,1,609
3,MT,40,21750,0.1174812030075188,71.42857142857143,1,609
3,PH,2,1212,0.006546538760694841,3.980295566502463,1,609
3,PH,5,3010,0.016258318209316395,9.885057471264368,1,609
3,PH,10,5958,0.0321817474721286,19.56650246305419,1,609
3,PH,20,11631,0.06282408607726211,38.19704433497537,1,609
3,PH,40,21983,0.11873973727422003,72.19376026272577,1,609
3,PIT,2,1210,0.00653573589145277,3.973727422003284,1,609
3,PIT,5,3002,0.016215106732348113,9.858784893267652,1,609
3,PIT,10,5939,0.032079120214328925,19.504105090311988,1,609
3,PIT,20,11626,0.06279707890415695,38.18062397372742,1,609
3,PIT,40,22176,0.11978221415607986,72.82758620689656,1,609
3,STSva,2,1195,0.00645471437213724,3.9244663382594416,1,609
3,STSva,5,2951,0.01593963356667531,9.691297208538588,1,609
3,STSva,10,5841,0.03154977962146746,19.182266009852217,1,609
3,STSva,20,11318,0.06113343704087806,37.16912972085386,1,609
3,STSva,40,21346,0.11529902342062051,70.10180623973727,1,609
3,V1,2,1199,0.006476320110621381,3.9376026272577995,1,609
3,V1,5,2962,0.0159990493475067,9.727422003284072,1,609
3,V1,10,5837,0.03152817388298332,19.16912972085386,1,609
3,V1,20,11375,0.06144131881427707,37.35632183908046,1,609
3,V1,40,21564,0.11647653616800623,70.81773399014779,1,609
3,V2,2,1179,0.0063682914182006745,3.87192118226601,1,609
3,V2,5,2892,0.015620948924034223,9.497536945812808,1,609
3,V2,10,5703,0.030804381643764586,18.72906403940887,1,609
3,V2,20,11056,0.0597182611701668,36.308702791461414,1,609
3,V2,40,20866,0.11270633480252355,68.52545155993433,1,609
3,V3,2,1196,0.006460115806758275,3.9277504105090313,1,609
3,V3,5,2955,0.015961239305159452,9.704433497536947,1,609
3,V3,10,5834,0.03151196957912021,19.15927750410509,1,609
3,V3,20,11364,0.061381903033445685,37.320197044334975,1,609
3,V3,40,21510,0.11618485869847031,70.64039408866995,1,609
3,V4,2,1211,0.006541137326073805,3.9770114942528734,1,609
3,V4,5,3005,0.016231311036211216,9.86863711001642,1,609
3,V4,10,5925,0.03200350012963443,19.458128078817733,1,609
3,V4,20,11503,0.0621327024457696,37.77668308702791,1,609
3,V4,40,21798,0.1177404718693285,71.58620689655173,1,609
4,LO2,2,1213,0.0065519401953158755,3.9835796387520523,1,609
4,LO2,5,3012,0.016269121078558466,9.891625615763546,1,609
4,LO2,10,5949,0.03213313456053928,19.536945812807883,1,609
4,LO2,20,11623,0.06278087460029384,38.17077175697865,1,609
4,LO2,40,22096,0.11935009938639703,72.56486042692939,1,609
4,MT,2,1212,0.006546538760694841,3.980295566502463,1,609
4,MT,5,3014,0.016279923947800534,9.898193760262727,1,609
4,MT,10,5949,0.03213313456053928,19.536945812807883,1,609
4,MT,20,11585,0.0625756200846945,38.04597701149425,1,609
4,MT,40,22180,0.119803819894564,72.84072249589491,1,609
4,PH,2,1213,0.0065519401953158755,3.9835796387520523,1,609
4,PH,5,3016,0.016290726817042606,9.904761904761905,1,609
4,PH,10,5974,0.03226817042606516,19.61904761904762,1,609
4,PH,20,11696,0.06317517932762942,38.410509031198686,1,609
4,PH,40,22219,0.12001447584478438,72.9688013136289,1,609
4,PIT,2,1199,0.006476320110621381,3.9376026272577995,1,609
4,PIT,5,2984,0.016117880909169477,9.799671592775042,1,609
4,PIT,10,5869,0.031701019790856454,19.274220032840724,1,609
4,PIT,20,11439,0.061787010630023335,37.566502463054185,1,609
4,PIT,40,21737,0.11741098435744533,71.38587848932677,1,609
4,STSva,2,1206,0.006514130152968628,3.960591133004926,1,609
4,STSva,5,2990,0.016150289516895688,9.819376026272579,1,609
4,STSva,10,5918,0.03196569008728718,19.435139573070607,1,609
4,STSva,20,11523,0.0622407311381903,37.8423645320197,1,609
4,STSva,40,21865,0.11810236798893786,71.80623973727423,1,609
4,V1,2,1211,0.006541137326073805,3.9770114942528734,1,609
4,V1,5,3002,0.016215106732348113,9.858784893267652,1,609
4,V1,10,5920,0.031976492956529254,19.441707717569788,1,609
4,V1,20,11548,0.062375767003716186,37.92446633825944,1,609
4,V1,40,21955,0.11858849710483105,72.10180623973727,1,609
4,V2,2,1212,0.006546538760694841,3.980295566502463,1,609
4,V2,5,2987,0.01613408521303258,9.80952380952381,1,609
4,V2,10,5888,0.031803647048656125,19.336617405582924,1,609
4,V2,20,11451,0.06185182784547576,37.60591133004926,1,609
4,V2,40,21732,0.11738397718434015,71.36945812807882,1,609
4,V3,2,1206,0.006514130152968628,3.960591133004926,1,609
4,V3,5,2992,0.01616109238613776,9.825944170771757,1,609
4,V3,10,5897,0.03185225996024544,19.366174055829227,1,609
4,V3,20,11505,0.062143505315011664,37.783251231527096,1,609
4,V3,40,21860,0.11807536081583268,71.78981937602627,1,609
4,V4,2,1200,0.0064817215452424165,3.9408866995073892,1,609
4,V4,5,2986,0.016128683778411545,9.80623973727422,1,609
4,V4,10,5907,0.0319062743064558,19.399014778325125,1,609
4,V4,20,11517,0.06220832253046409,37.82266009852217,1,609
4,V4,40,21921,0.11840484832771585,71.99014778325123,1,609
5,LO2,2,1214,0.006557341629936911,3.986863711001642,1,609
5,LO2,5,3012,0.016269121078558466,9.891625615763546,1,609
5,LO2,10,5953,0.03215474029902342,19.55008210180624,1,609
5,LO2,20,11567,0.06247839426151586,37.98686371100164,1,609
5,LO2,40,21907,0.11832922824302135,71.94417077175697,1,609
5,MT,2,1214,0.006557341629936911,3.986863711001642,1,609
5,MT,5,3012,0.016269121078558466,9.891625615763546,1,609
5,MT,10,5953,0.03215474029902342,19.55008210180624,1,609
5,MT,20,11608,0.06269985308097831,38.12151067323481,1,609
5,MT,40,22071,0.11921506352087115,72.48275862068965,1,609
5,PH,2,1213,0.0065519401953158755,3.9835796387520523,1,609
5,PH,5,3015,0.01628532538242157,9.901477832512315,1,609
5,PH,10,5958,0.0321817474721286,19.56650246305419,1,609
5,PH,20,11641,0.06287810042347247,38.229885057471265,1,609
5,PH,40,22134,0.11955535390199637,72.6896551724138,1,609
5,PIT,2,1211,0.006541137326073805,3.9770114942528734,1,609
5,PIT,5,2995,0.016177296690000863,9.835796387520526,1,609
5,PIT,10,5918,0.03196569008728718,19.435139573070607,1,609
5,PIT,20,11523,0.0622407311381903,37.8423645320197,1,609
5,PIT,40,21843,0.11798353642727509,71.73399014778325,1,609
5,STSva,2,1211,0.006541137326073805,3.9770114942528734,1,609
5,STSva,5,2986,0.016128683778411545,9.80623973727422,1,609
5,STSva,10,5864,0.031674012617751275,19.257799671592775,1,609
5,STSva,20,11360,0.06136029729496154,37.307060755336614,1,609
5,STSva,40,21355,0.11534763633220983,70.13136288998358,1,609
5,V1,2,1209,0.006530334456831734,3.9704433497536944,1,609
5,V1,5,3004,0.016225909601590184,9.86535303776683,1,609
5,V1,10,5905,0.031895471437213725,19.392446633825944,1,609
5,V1,20,11462,0.06191124362630715,37.64203612479474,1,609
5,V1,40,21783,0.11765945035001296,71.53694581280789,1,609
5,V2,2,1205,0.006508728718347593,3.9573070607553364,1,609
5,V2,5,2979,0.0160908737360643,9.783251231527094,1,609
5,V2,10,5825,0.031463356667530896,19.129720853858785,1,609
5,V2,20,11277,0.06091197822141561,37.03448275862069,1,609
5,V2,40,21200,0.11451041396594935,69.6223316912972,1,609
5,V3,2,1210,0.00653573589145277,3.973727422003284,1,609
5,V3,5,2982,0.016107078039927405,9.793103448275861,1,609
5,V3,10,5872,0.03171722409471956,19.284072249589492,1,609
5,V3,20,11359,0.06135489586034051,37.30377668308703,1,609
5,V3,40,21414,0.11566632097485093,70.32512315270937,1,609
5,V4,2,1211,0.006541137326073805,3.9770114942528734,1,609
5,V4,5,3001,0.016209705297727077,9.855500821018062,1,609
5,V4,10,5912,0.03193328147956097,19.41543513957307,1,609
5,V4,20,11530,0.06227854118053755,37.86535303776683,1,609
5,V4,40,21866,0.1181077694235589,71.80952380952381,1,609
7,LO2,2,1214,0.006557341629936911,3.986863711001642,1,609
7,LO2,5,3018,0.016301529686284677,9.911330049261084,1,609
7,LO2,10,5960,0.03219255034137067,19.573070607553365,1,609
7,LO2,20,11616,0.06274306455794659,38.14778325123153,1,609
7,LO2,40,21921,0.11840484832771585,71.99014778325123,1,609
7,MT,2,1214,0.006557341629936911,3.986863711001642,1,609
7,MT,5,3009,0.01625291677469536,9.881773399014778,1,609
7,MT,10,5960,0.03219255034137067,19.573070607553365,1,609
7,MT,20,11690,0.06314277071990321,38.39080459770115,1,609
7,MT,40,22373,0.12084629677642382,73.47454844006567,1,609
7,PH,2,1211,0.006541137326073805,3.9770114942528734,1,609
7,PH,5,3006,0.016236712470832252,9.87192118226601,1,609
7,PH,10,5941,0.032089923083571,19.510673234811165,1,609
7,PH,20,11580,0.06254861291158932,38.029556650246306,1,609
7,PH,40,21948,0.1185506870624838,72.07881773399015,1,609
7,PIT,2,1213,0.0065519401953158755,3.9835796387520523,1,609
7,PIT,5,3011,0.01626371964393743,9.888341543513958,1,609
7,PIT,10,5946,0.032116930256676175,19.527093596059114,1,609
7,PIT,20,11600,0.06265664160401002,38.095238095238095,1,609
7,PIT,40,22031,0.11899900613602973,72.35139573070607,1,609
7,STSva,2,1184,0.00639529859130585,3.8883415435139574,1,609
7,STSva,5,2927,0.01580999913577046,9.61247947454844,1,609
7,STSva,10,5807,0.03136613084435226,19.070607553366173,1,609
7,STSva,20,11358,0.06134949442571947,37.30049261083744,1,609
7,STSva,40,21434,0.11577434966727163,70.39080459770115,1,609
7,V1,2,1210,0.00653573589145277,3.973727422003284,1,609
7,V1,5,2986,0.016128683778411545,9.80623973727422,1,609
7,V1,10,5876,0.0317388298332037,19.29720853858785,1,609
7,V1,20,11412,0.06164117189525538,37.477832512315274,1,609
7,V1,40,21569,0.1165035433411114,70.83415435139572,1,609
7,V2,2,1206,0.006514130152968628,3.960591133004926,1,609
7,V2,5,2987,0.01613408521303258,9.80952380952381,1,609
7,V2,10,5882,0.03177123844092991,19.316912972085387,1,609
7,V2,20,11405,0.061603361852908135,37.454844006568145,1,609
7,V2,40,21512,0.11619566156771238,70.64696223316913,1,609
7,V3,2,1202,0.006492524414484487,3.947454844006568,1,609
7,V3,5,2965,0.016015253651369805,9.737274220032841,1,609
7,V3,10,5825,0.031463356667530896,19.129720853858785,1,609
7,V3,20,11268,0.06086336530982629,37.004926108374384,1,609
7,V3,40,21406,0.11562310949788264,70.29885057471265,1,609
7,V4,2,1213,0.0065519401953158755,3.9835796387520523,1,609
7,V4,5,3004,0.016225909601590184,9.86535303776683,1,609
7,V4,10,5893,0.0318306542217613,19.35303776683087,1,609
7,V4,20,11436,0.06177080632616023,37.556650246305416,1,609
7,V4,40,21695,0.11718412410336185,71.24794745484401,1,609
